model,eval_kind,precision,mode,variant_impl,variant_label,source_experiment,source_result_dir,collected_result_dir,ppl,group1_mean,arc_easy,hellaswag,piqa,winogrande
Llama-2-7b-hf,lm,fp8,dyn_sq,pinn_fp8,pinn8,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_141715_02_dyn_sq_pinn_fp8_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_141715_02_dyn_sq_pinn_fp8_d8_group1,,0.7405813339824933,0.7428451178451179,0.754829715196176,0.7850924918389554,0.6795580110497238
Llama-2-7b-hf,lm,fp8,static_sq,exact,exact,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_141715_10_static_sq_exact_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_141715_10_static_sq_exact_fp8_group1,,0.7448465616037124,0.7403198653198653,0.7546305516829317,0.7867247007616975,0.6977111286503551
Llama-2-7b-hf,lm,fp8,static_sq,pinn_fp,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_11_static_sq_pinn_fp_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_11_static_sq_pinn_fp_fp8_group1,,0.7403675002614737,0.7411616161616161,0.7532364070902211,0.7867247007616975,0.6803472770323599
Llama-2-7b-hf,lm,fp8,static_sq,pinn_fp,pinn32,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_154240_07_static_sq_pinn_fp_d32_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_154240_07_static_sq_pinn_fp_d32_fp8_group1,,0.7416415218289574,0.7407407407407407,0.7536347341167098,0.7823721436343852,0.6898184688239937
Llama-2-7b-hf,lm,fp8,static_sq,pinn_fp,pinn8,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_154041_05_static_sq_pinn_fp_d8_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_154041_05_static_sq_pinn_fp_d8_fp8_group1,,0.7427655478496089,0.7369528619528619,0.7523401712806214,0.7856365614798694,0.6961325966850829
Llama-2-7b-hf,lm,fp8,static_sq,pinn_fp8,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_141715_12_static_sq_pinn_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_141715_12_static_sq_pinn_fp8_group1,,0.7431804730202355,0.7445286195286195,0.7533359888468433,0.7834602829162133,0.691397000789266
Llama-2-7b-hf,lm,fp8,static_sq,pinn_fp8,pinn32,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_141715_08_static_sq_pinn_fp8_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_141715_08_static_sq_pinn_fp8_d32_group1,,0.7415037214158062,0.7407407407407407,0.7522405895239992,0.7840043525571273,0.6890292028413575
Llama-2-7b-hf,lm,fp8,static_sq,pinn_fp8,pinn8,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_143110_06_static_sq_pinn_fp8_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-04_143110_06_static_sq_pinn_fp8_d8_group1,,0.7401061907234271,0.7382154882154882,0.7515435172276439,0.7840043525571273,0.6866614048934491
Llama-2-7b-hf,lm,int8,dyn_sq,exact,exact,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_155051_04_dyn_sq_baseline,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_155051_04_dyn_sq_baseline,,0.7440215939568863,0.7369528619528619,0.7603067118103963,0.7921653971708379,0.6866614048934491
Llama-2-7b-hf,lm,int8,dyn_sq,pinn_fp,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_161022_05_dyn_sq_pinn_fp,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_161022_05_dyn_sq_pinn_fp,,0.744991814078021,0.73989898989899,0.7605058753236407,0.7905331882480957,0.6890292028413575
Llama-2-7b-hf,lm,int8,dyn_sq,pinn_fp,pinn32,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_03_dyn_sq_pinn_fp_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_03_dyn_sq_pinn_fp_d32_group1,,0.7423891510242181,0.7377946127946128,0.7597092212706632,0.7861806311207835,0.6858721389108129
Llama-2-7b-hf,lm,int8,dyn_sq,pinn_fp,pinn8,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_01_dyn_sq_pinn_fp_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_01_dyn_sq_pinn_fp_d8_group1,,0.7426149510374492,0.7390572390572391,0.7577175861382195,0.7878128400435256,0.6858721389108129
Llama-2-7b-hf,lm,int8,dyn_sq,pinn_w8a8,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_160937_06_dyn_sq_pinn_w8a8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_160937_06_dyn_sq_pinn_w8a8,,0.7446893747968304,0.7403198653198653,0.755825532762398,0.7872687704026116,0.6953433307024467
Llama-2-7b-hf,lm,int8,dyn_sq,pinn_w8a8,pinn32,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_04_dyn_sq_pinn_w8a8_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_04_dyn_sq_pinn_w8a8_d32_group1,,0.7435533556689392,0.7403198653198653,0.755825532762398,0.7850924918389554,0.6929755327545383
Llama-2-7b-hf,lm,int8,dyn_sq,pinn_w8a8,pinn8,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_02_dyn_sq_pinn_w8a8_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_203019_02_dyn_sq_pinn_w8a8_d8_group1,,0.7407229884674718,0.7428451178451179,0.7563234415455089,0.7889009793253536,0.6748224151539068
Llama-2-7b-hf,lm,int8,static_sq,exact,exact,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_155051_10_static_sq_baseline,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_155051_10_static_sq_baseline,,0.7399642381661665,0.7382154882154882,0.7538338976299542,0.7850924918389554,0.6827150749802684
Llama-2-7b-hf,lm,int8,static_sq,pinn_fp,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_160937_11_static_sq_pinn_fp,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_160937_11_static_sq_pinn_fp,,0.7405007276689045,0.7377946127946128,0.7543318064130651,0.7840043525571273,0.6858721389108129
Llama-2-7b-hf,lm,int8,static_sq,pinn_fp,pinn32,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_07_static_sq_pinn_fp_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_07_static_sq_pinn_fp_d32_group1,,0.7399559880055435,0.7403198653198653,0.7522405895239992,0.7845484221980413,0.6827150749802684
Llama-2-7b-hf,lm,int8,static_sq,pinn_fp,pinn8,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_05_static_sq_pinn_fp_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_05_static_sq_pinn_fp_d8_group1,,0.741005029660293,0.7369528619528619,0.7525393347938658,0.7894450489662677,0.6850828729281768
Llama-2-7b-hf,lm,int8,static_sq,pinn_w8a8,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_160937_12_static_sq_pinn_w8a8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_160937_12_static_sq_pinn_w8a8,,0.7415337370461069,0.7373737373737373,0.7507468631746664,0.7834602829162133,0.6945540647198106
Llama-2-7b-hf,lm,int8,static_sq,pinn_w8a8,pinn32,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_08_static_sq_pinn_w8a8_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_08_static_sq_pinn_w8a8_d32_group1,,0.7399218085670154,0.7344276094276094,0.7500497908783111,0.7861806311207835,0.6890292028413575
Llama-2-7b-hf,lm,int8,static_sq,pinn_w8a8,pinn8,end2endacc_llama2_7b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_06_static_sq_pinn_w8a8_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_lm_eval_group1_completion/results/2026-04-02_204158_06_static_sq_pinn_w8a8_d8_group1,,0.7395803793687049,0.7411616161616161,0.7502489543915555,0.7818280739934712,0.6850828729281768
Llama-2-7b-hf,ppl,fp16,fp16,exact,exact,end2endacc_llama2_7b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_033500_exact_wikitext2_raw,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_033500_exact_wikitext2_raw,5.4737761654406745,,,,,
Llama-2-7b-hf,ppl,fp16,fp16,pinn_fp,pinn16,end2endacc_llama2_7b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_035755_pinn_exact_dim16,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_035755_pinn_exact_dim16,5.476649061862768,,,,,
Llama-2-7b-hf,ppl,fp16,fp16,pinn_fp,pinn32,end2endacc_llama2_7b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_035755_pinn_exact_dim32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_035755_pinn_exact_dim32,5.475514622171294,,,,,
Llama-2-7b-hf,ppl,fp16,fp16,pinn_fp,pinn8,end2endacc_llama2_7b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_035755_pinn_exact_dim8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_int8_ppl/results/2026-04-02_035755_pinn_exact_dim8,5.508903230126065,,,,,
Llama-2-7b-hf,ppl,fp8,dyn_sq,exact,exact,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_04_dyn_sq_exact_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_04_dyn_sq_exact_fp8,5.48885789942843,,,,,
Llama-2-7b-hf,ppl,fp8,dyn_sq,pinn_fp,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_05_dyn_sq_pinn_fp_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_05_dyn_sq_pinn_fp_fp8,5.491738143276611,,,,,
Llama-2-7b-hf,ppl,fp8,dyn_sq,pinn_fp,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_03_dyn_sq_pinn_fp_d32_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_03_dyn_sq_pinn_fp_d32_fp8,5.493777842641765,,,,,
Llama-2-7b-hf,ppl,fp8,dyn_sq,pinn_fp,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_01_dyn_sq_pinn_fp_d8_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_01_dyn_sq_pinn_fp_d8_fp8,5.5272798970387,,,,,
Llama-2-7b-hf,ppl,fp8,dyn_sq,pinn_fp8,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_065638_06_dyn_sq_pinn_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_065638_06_dyn_sq_pinn_fp8,5.551051009535271,,,,,
Llama-2-7b-hf,ppl,fp8,dyn_sq,pinn_fp8,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_04_dyn_sq_pinn_fp8_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_04_dyn_sq_pinn_fp8_d32,5.549579957341854,,,,,
Llama-2-7b-hf,ppl,fp8,dyn_sq,pinn_fp8,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_02_dyn_sq_pinn_fp8_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_02_dyn_sq_pinn_fp8_d8,5.609648062728271,,,,,
Llama-2-7b-hf,ppl,fp8,static_sq,exact,exact,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_10_static_sq_exact_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_10_static_sq_exact_fp8,5.53677824402464,,,,,
Llama-2-7b-hf,ppl,fp8,static_sq,pinn_fp,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_11_static_sq_pinn_fp_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_154041_11_static_sq_pinn_fp_fp8,5.538806650002035,,,,,
Llama-2-7b-hf,ppl,fp8,static_sq,pinn_fp,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_07_static_sq_pinn_fp_d32_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_07_static_sq_pinn_fp_d32_fp8,5.541552755291259,,,,,
Llama-2-7b-hf,ppl,fp8,static_sq,pinn_fp,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_05_static_sq_pinn_fp_d8_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_154041_05_static_sq_pinn_fp_d8_fp8,5.574642198254586,,,,,
Llama-2-7b-hf,ppl,fp8,static_sq,pinn_fp8,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_045058_12_static_sq_pinn_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-04_045058_12_static_sq_pinn_fp8,5.604102049497389,,,,,
Llama-2-7b-hf,ppl,fp8,static_sq,pinn_fp8,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_08_static_sq_pinn_fp8_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_08_static_sq_pinn_fp8_d32,5.606922826468299,,,,,
Llama-2-7b-hf,ppl,fp8,static_sq,pinn_fp8,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_06_static_sq_pinn_fp8_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-04_045058_06_static_sq_pinn_fp8_d8,5.665413909019979,,,,,
Llama-2-7b-hf,ppl,int8,dyn_sq,exact,exact,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153204_04_dyn_sq_baseline,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153204_04_dyn_sq_baseline,5.505856645747699,,,,,
Llama-2-7b-hf,ppl,int8,dyn_sq,pinn_fp,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153500_05_dyn_sq_pinn_fp,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153500_05_dyn_sq_pinn_fp,5.507543671550495,,,,,
Llama-2-7b-hf,ppl,int8,dyn_sq,pinn_fp,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_03_dyn_sq_pinn_fp_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_03_dyn_sq_pinn_fp_d32,5.50752891175566,,,,,
Llama-2-7b-hf,ppl,int8,dyn_sq,pinn_fp,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_01_dyn_sq_pinn_fp_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_01_dyn_sq_pinn_fp_d8,5.537404917308275,,,,,
Llama-2-7b-hf,ppl,int8,dyn_sq,pinn_w8a8,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_154459_06_dyn_sq_pinn_w8a8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_154459_06_dyn_sq_pinn_w8a8,5.629896488711254,,,,,
